58,2143,0,3,1,1,0,1
44,29,0,2,1,1,0,0
33,2,0,2,1,1,1,1
47,1506,0,0,1,1,0,1
33,1,0,0,0,0,0,0
35,231,0,3,1,1,0,1
28,447,0,3,1,1,1,0
42,2,0,3,1,1,0,-1
58,121,0,1,1,-1,0,1
43,593,0,2,1,1,0,0
41,270,0,2,1,1,0,-1
29,390,0,2,1,1,0,0
53,6,0,2,1,1,0,1
58,71,0,0,1,1,0,1
57,162,0,2,1,1,0,1
51,229,0,1,1,-1,0,1
45,13,0,0,1,1,0,0
57,52,0,1,1,1,0,1
60,60,0,1,1,-1,0,1
33,0,0,2,1,1,0,1
28,723,0,2,1,1,1,1
56,779,0,3,1,1,0,1
32,23,0,1,1,1,1,0
25,50,0,2,1,1,0,1
40,0,0,1,1,-1,1,1
44,-372,0,2,1,1,0,1
39,255,0,3,1,1,0,0
52,113,0,2,1,1,1,1
46,-246,0,2,1,1,0,0
36,265,0,2,1,1,1,0
57,839,0,2,0,1,1,1
49,378,0,3,1,1,0,1
60,39,0,2,1,1,1,1
59,0,0,2,1,1,0,1
51,10635,0,3,1,1,0,1
57,63,0,2,1,1,0,-1
25,-7,0,2,1,1,0,1
53,-3,0,2,0,1,0,1
36,506,0,2,1,1,0,-1
37,0,0,2,1,1,0,0
44,2586,0,2,1,1,0,-1
50,49,0,2,1,1,0,1
60,104,0,0,1,1,0,1
54,529,0,2,1,-1,0,1
58,96,0,0,1,-1,0,1
36,-171,0,1,1,1,0,0
58,-364,0,3,1,1,0,1
44,0,0,2,1,1,0,1
55,0,0,2,0,1,0,-1
29,0,0,3,1,1,0,0
54,1291,0,2,1,1,0,1
48,-244,0,3,1,1,0,-1
32,0,0,3,1,1,0,1
42,-76,0,2,1,1,0,0
24,-103,0,2,1,1,1,0
38,243,0,3,0,1,1,0
38,424,0,3,1,1,0,0
47,306,0,0,1,1,0,1
40,24,0,0,1,1,0,0
46,179,0,1,1,1,0,1
32,0,0,3,1,1,0,1
53,989,0,2,1,1,0,-1
57,249,0,1,1,1,0,1
33,790,0,2,1,1,0,1
49,154,0,0,1,1,0,1
51,6530,0,3,1,1,0,1
60,100,0,3,0,-1,0,1
59,59,0,3,1,1,0,-1
55,1205,0,2,1,1,0,1
35,12223,0,2,1,1,1,0
57,5935,0,2,1,1,1,1
31,25,0,2,1,1,1,1
54,282,0,2,1,1,1,1
55,23,0,1,1,1,0,1
43,1937,0,2,1,1,0,1
53,384,0,2,1,1,0,1
44,582,0,2,0,1,1,1
55,91,0,2,0,1,0,-1
49,0,0,2,1,1,1,-1
55,1,0,2,1,1,0,-1
45,206,0,2,1,1,0,0
47,164,0,2,0,1,0,-1
42,690,0,2,1,1,0,0
59,2343,0,2,1,1,0,1
46,137,0,3,1,1,1,1
51,173,0,1,1,1,0,1
56,45,0,2,0,1,0,1
41,1270,0,2,1,1,0,1
46,16,0,2,1,1,1,-1
57,486,0,2,1,-1,0,1
42,50,0,2,0,1,0,0
30,152,0,2,1,1,1,1
60,290,0,2,1,1,0,1
60,54,0,0,1,1,0,1
57,-37,0,2,0,1,0,-1
36,101,0,3,1,1,1,1
55,383,0,2,0,1,0,1
60,81,0,3,1,-1,0,1
39,0,0,2,1,1,0,1
46,229,0,3,1,1,0,1
44,-674,0,2,1,1,0,1
53,90,0,1,0,1,0,1
52,128,0,1,1,1,0,1
59,179,0,1,1,1,0,1
27,0,0,3,1,1,0,0
44,54,0,2,1,1,0,1
47,151,0,3,1,1,0,1
34,61,0,2,0,1,1,1
59,30,0,2,1,-1,0,0
45,523,0,3,1,1,0,1
29,31,0,2,1,1,0,-1
46,79,0,2,0,1,0,-1
56,-34,0,1,1,1,1,1
36,448,0,1,1,1,0,1
59,81,0,1,1,-1,0,-1
44,144,0,2,1,1,0,1
41,351,0,2,1,1,0,1
33,-67,0,3,1,1,0,0
59,262,0,3,0,1,0,-1
57,0,0,1,0,1,0,1
56,56,0,0,1,1,0,-1
51,26,0,2,1,1,0,1
34,3,0,0,1,1,0,1
43,41,0,2,1,1,1,1
52,7,0,3,0,1,1,1
33,105,0,2,1,1,0,0
29,818,0,2,1,1,1,0
34,-16,0,2,1,1,1,1
31,0,0,2,1,1,0,1
55,2476,0,2,1,1,0,1
55,1185,0,0,0,1,0,1
32,217,0,2,1,1,0,0
38,1685,0,2,1,1,0,0
55,802,0,2,1,1,1,0
28,0,0,3,1,-1,0,0
23,94,0,2,1,1,0,1
32,0,0,2,1,1,0,0
43,0,0,0,0,1,0,0
32,517,0,2,1,1,0,1
46,265,0,2,1,1,0,1
53,947,0,1,1,1,0,-1
34,3,0,2,1,1,0,0
57,42,0,3,0,-1,0,1
37,37,0,2,1,1,0,1
59,57,0,2,1,1,0,1
33,22,0,2,1,1,0,1
56,8,0,1,1,1,0,-1
48,293,0,2,1,-1,0,1
43,3,0,1,1,1,0,1
54,348,0,1,1,1,0,1
51,-19,0,0,1,1,0,1
