261,5,-1,0,0
151,5,-1,0,0
76,5,-1,0,0
92,5,-1,0,0
198,5,-1,0,0
139,5,-1,0,0
217,5,-1,0,0
380,5,-1,0,0
50,5,-1,0,0
55,5,-1,0,0
222,5,-1,0,0
137,5,-1,0,0
517,5,-1,0,0
71,5,-1,0,0
174,5,-1,0,0
353,5,-1,0,0
98,5,-1,0,0
38,5,-1,0,0
219,5,-1,0,0
54,5,-1,0,0
262,5,-1,0,0
164,5,-1,0,0
160,5,-1,0,0
342,5,-1,0,0
181,5,-1,0,0
172,5,-1,0,0
296,5,-1,0,0
127,5,-1,0,0
255,5,-1,0,0
348,5,-1,0,0
225,5,-1,0,0
230,5,-1,0,0
208,5,-1,0,0
226,5,-1,0,0
336,5,-1,0,0
242,5,-1,0,0
365,5,-1,0,0
1666,5,-1,0,0
577,5,-1,0,0
137,5,-1,0,0
160,5,-1,0,0
180,5,-1,0,0
22,5,-1,0,0
1492,5,-1,0,0
616,5,-1,0,0
242,5,-1,0,0
355,5,-1,0,0
225,5,-1,0,0
160,5,-1,0,0
363,5,-1,0,0
266,5,-1,0,0
253,5,-1,0,0
179,5,-1,0,0
787,5,-1,0,0
145,5,-1,0,0
174,5,-1,0,0
104,5,-1,0,0
13,5,-1,0,0
185,5,-1,0,0
1778,5,-1,0,0
138,5,-1,0,0
812,5,-1,0,0
164,5,-1,0,0
391,5,-1,0,0
357,5,-1,0,0
91,5,-1,0,0
528,5,-1,0,0
273,5,-1,0,0
158,5,-1,0,0
177,5,-1,0,0
258,5,-1,0,0
172,5,-1,0,0
154,5,-1,0,0
291,5,-1,0,0
181,5,-1,0,0
176,5,-1,0,0
211,5,-1,0,0
349,5,-1,0,0
272,5,-1,0,0
208,5,-1,0,0
193,5,-1,0,0
212,5,-1,0,0
20,5,-1,0,0
1042,5,-1,0,0
246,5,-1,0,0
529,5,-1,0,0
1467,5,-1,0,0
1389,5,-1,0,0
188,5,-1,0,0
180,5,-1,0,0
48,5,-1,0,0
213,5,-1,0,0
583,5,-1,0,0
221,5,-1,0,0
173,5,-1,0,0
426,5,-1,0,0
287,5,-1,0,0
101,5,-1,0,0
203,5,-1,0,0
197,5,-1,0,0
257,5,-1,0,0
124,5,-1,0,0
229,5,-1,0,0
55,5,-1,0,0
400,5,-1,0,0
197,5,-1,0,0
190,5,-1,0,0
21,5,-1,0,0
514,5,-1,0,0
849,5,-1,0,0
194,5,-1,0,0
144,5,-1,0,0
212,5,-1,0,0
286,5,-1,0,0
107,5,-1,0,0
247,5,-1,0,0
518,5,-1,0,0
364,5,-1,0,0
178,5,-1,0,0
98,5,-1,0,0
439,5,-1,0,0
79,5,-1,0,0
120,5,-1,0,0
127,5,-1,0,0
175,5,-1,0,0
262,5,-1,0,0
61,5,-1,0,0
78,5,-1,0,0
143,5,-1,0,0
579,5,-1,0,0
677,5,-1,0,0
345,5,-1,0,0
185,5,-1,0,0
100,5,-1,0,0
125,5,-1,0,0
193,5,-1,0,0
136,5,-1,0,0
73,5,-1,0,0
528,5,-1,0,0
541,5,-1,0,0
163,5,-1,0,0
301,5,-1,0,0
46,5,-1,0,0
204,5,-1,0,0
98,5,-1,0,0
71,5,-1,0,0
157,5,-1,0,0
243,5,-1,0,0
186,5,-1,0,0
579,5,-1,0,0
163,5,-1,0,0
610,5,-1,0,0
2033,5,-1,0,0
85,5,-1,0,0
114,5,-1,0,0
114,5,-1,0,0
57,5,-1,0,0
238,5,-1,0,0
93,5,-1,0,0
128,5,-1,0,0
107,5,-1,0,0
181,5,-1,0,0
303,5,-1,0,0
558,5,-1,0,0
270,5,-1,0,0
228,5,-1,0,0
99,5,-1,0,0
240,5,-1,0,0
673,5,-1,0,0
233,5,-1,0,0
1056,5,-1,0,0
250,5,-1,0,0
252,5,-1,0,0
138,5,-1,0,0
130,5,-1,0,0
412,5,-1,0,0
179,5,-1,0,0
19,5,-1,0,0
458,5,-1,0,0
717,5,-1,0,0
313,5,-1,0,0
683,5,-1,0,0
1077,5,-1,0,0
416,5,-1,0,0
146,5,-1,0,0
167,5,-1,0,0
315,5,-1,0,0
140,5,-1,0,0
346,5,-1,0,0
562,5,-1,0,0
172,5,-1,0,0
217,5,-1,0,0
142,5,-1,0,0
67,5,-1,0,0
291,5,-1,0,0
309,5,-1,0,0
248,5,-1,0,0
98,5,-1,0,0
256,5,-1,0,0
82,5,-1,0,0
577,5,-1,0,0
286,5,-1,0,0
477,5,-1,0,0
611,5,-1,0,0
471,5,-1,0,0
381,5,-1,0,0
42,5,-1,0,0
251,5,-1,0,0
408,5,-1,0,0
215,5,-1,0,0
287,5,-1,0,0
216,5,-1,0,0
366,5,-1,0,0
210,5,-1,0,0
288,5,-1,0,0
168,5,-1,0,0
338,5,-1,0,0
410,5,-1,0,0
177,5,-1,0,0
127,5,-1,0,0
357,5,-1,0,0
175,5,-1,0,0
300,5,-1,0,0
136,5,-1,0,0
1419,5,-1,0,0
125,5,-1,0,0
213,5,-1,0,0
27,5,-1,0,0
238,5,-1,0,0
124,5,-1,0,0
18,5,-1,0,0
730,5,-1,0,0
746,5,-1,0,0
121,5,-1,0,0
247,5,-1,0,0
40,5,-1,0,0
181,5,-1,0,0
79,5,-1,0,0
206,5,-1,0,0
389,5,-1,0,0
127,5,-1,0,0
702,5,-1,0,0
151,5,-1,0,0
117,5,-1,0,0
232,5,-1,0,0
408,5,-1,0,0
179,5,-1,0,0
39,5,-1,0,0
282,5,-1,0,0
714,5,-1,0,0
50,5,-1,0,0
181,5,-1,0,0
142,5,-1,0,0
227,5,-1,0,0
119,5,-1,0,0
361,5,-1,0,0
73,5,-1,0,0
67,5,-1,0,0
350,5,-1,0,0
332,5,-1,0,0
611,5,-1,0,0
113,5,-1,0,0
132,5,-1,0,0
58,5,-1,0,0
151,5,-1,0,0
89,5,-1,0,0
152,5,-1,0,0
611,5,-1,0,0
110,5,-1,0,0
463,5,-1,0,0
562,5,-1,0,0
962,5,-1,0,0
10,5,-1,0,0
118,5,-1,0,0
92,5,-1,0,0
143,5,-1,0,0
189,5,-1,0,0
234,5,-1,0,0
75,5,-1,0,0
189,5,-1,0,0
621,5,-1,0,0
55,5,-1,0,0
310,5,-1,0,0
156,5,-1,0,0
5,5,-1,0,0
225,5,-1,0,0
125,5,-1,0,0
2,5,-1,0,0
286,5,-1,0,0
164,5,-1,0,0
98,5,-1,0,0
742,5,-1,0,0
226,5,-1,0,0
120,5,-1,0,0
362,5,-1,0,0
357,5,-1,0,0
200,5,-1,0,0
204,5,-1,0,0
126,5,-1,0,0
65,5,-1,0,0
107,5,-1,0,0
267,5,-1,0,0
248,5,-1,0,0
215,5,-1,0,0
209,5,-1,0,0
205,5,-1,0,0
83,5,-1,0,0
106,5,-1,0,0
189,5,-1,0,0
105,5,-1,0,0
106,5,-1,0,0
108,5,-1,0,0
311,5,-1,0,0
214,5,-1,0,0
132,5,-1,0,0
358,5,-1,0,0
453,5,-1,0,0
364,5,-1,0,0
136,5,-1,0,0
386,5,-1,0,0
173,5,-1,0,0
241,5,-1,0,0
224,5,-1,0,0
148,5,-1,0,0
196,5,-1,0,0
111,5,-1,0,0
231,5,-1,0,0
316,5,-1,0,0
216,5,-1,0,0
240,5,-1,0,0
669,5,-1,0,0
425,5,-1,0,0
143,5,-1,0,0
174,5,-1,0,0
313,5,-1,0,0
135,5,-1,0,0
146,5,-1,0,0
152,5,-1,0,0
402,5,-1,0,0
213,5,-1,0,0
144,5,-1,0,0
124,5,-1,0,0
183,5,-1,0,0
325,5,-1,0,0
39,5,-1,0,0
503,5,-1,0,0
95,5,-1,0,0
680,5,-1,0,0
421,5,-1,0,0
174,5,-1,0,0
113,5,-1,0,0
808,5,-1,0,0
198,5,-1,0,0
195,5,-1,0,0
347,5,-1,0,0
208,5,-1,0,0
404,5,-1,0,0
396,5,-1,0,0
216,5,-1,0,0
98,5,-1,0,0
350,5,-1,0,0
114,5,-1,0,0
88,5,-1,0,0
379,5,-1,0,0
190,5,-1,0,0
158,5,-1,0,0
102,5,-1,0,0
306,5,-1,0,0
218,5,-1,0,0
54,5,-1,0,0
344,5,-1,0,0
195,5,-1,0,0
652,5,-1,0,0
286,5,-1,0,0
189,5,-1,0,0
83,5,-1,0,0
184,5,-1,0,0
235,5,-1,0,0
290,5,-1,0,0
232,5,-1,0,0
133,5,-1,0,0
318,5,-1,0,0
260,5,-1,0,0
437,5,-1,0,0
402,5,-1,0,0
85,5,-1,0,0
125,5,-1,0,0
501,5,-1,0,0
1201,5,-1,0,0
253,5,-1,0,0
1030,5,-1,0,0
149,5,-1,0,0
114,5,-1,0,0
243,5,-1,0,0
769,5,-1,0,0
135,5,-1,0,0
231,5,-1,0,0
76,5,-1,0,0
199,5,-1,0,0
152,5,-1,0,0
124,5,-1,0,0
424,5,-1,0,0
43,5,-1,0,0
154,5,-1,0,0
203,5,-1,0,0
326,5,-1,0,0
393,5,-1,0,0
241,5,-1,0,0
483,5,-1,0,0
259,5,-1,0,0
227,5,-1,0,0
673,5,-1,0,0
576,5,-1,0,0
180,5,-1,0,0
168,5,-1,0,0
90,5,-1,0,0
505,5,-1,0,0
245,5,-1,0,0
186,5,-1,0,0
623,5,-1,0,0
496,5,-1,0,0
118,5,-1,0,0
342,5,-1,0,0
225,5,-1,0,0
185,5,-1,0,0
196,5,-1,0,0
276,5,-1,0,0
76,5,-1,0,0
87,5,-1,0,0
195,5,-1,0,0
744,5,-1,0,0
765,5,-1,0,0
262,5,-1,0,0
119,5,-1,0,0
198,5,-1,0,0
150,5,-1,0,0
241,5,-1,0,0
181,5,-1,0,0
196,5,-1,0,0
149,5,-1,0,0
246,5,-1,0,0
112,5,-1,0,0
309,5,-1,0,0
278,5,-1,0,0
140,5,-1,0,0
136,5,-1,0,0
1623,5,-1,0,0
101,5,-1,0,0
144,5,-1,0,0
238,5,-1,0,0
354,5,-1,0,0
79,5,-1,0,0
187,5,-1,0,0
451,5,-1,0,0
159,5,-1,0,0
409,5,-1,0,0
170,5,-1,0,0
608,5,-1,0,0
243,5,-1,0,0
145,5,-1,0,0
112,5,-1,0,0
262,5,-1,0,0
124,5,-1,0,0
53,5,-1,0,0
134,5,-1,0,0
204,5,-1,0,0
186,5,-1,0,0
678,5,-1,0,0
182,5,-1,0,0
162,5,-1,0,0
27,5,-1,0,0
699,5,-1,0,0
43,5,-1,0,0
97,5,-1,0,0
1677,5,-1,0,0
283,5,-1,0,0
323,5,-1,0,0
82,5,-1,0,0
310,5,-1,0,0
185,5,-1,0,0
47,5,-1,0,0
145,5,-1,0,0
204,5,-1,0,0
187,5,-1,0,0
30,5,-1,0,0
472,5,-1,0,0
448,5,-1,0,0
264,5,-1,0,0
169,5,-1,0,0
288,5,-1,0,0
176,5,-1,0,0
